webtoon_id,title,genre,episodes,Created_by,view,subscribe,grade,released_date,likes
2735,Sable Curse,Fantasy,3,Little Melon,455006,71406,9.75,"May 2, 2022",40022
1598,Everywhere & Nowhere,Comedy,234,,95.6M,781993,9.58,"Jun 11, 2019",11.1M
2750,Of Dark Lords and Cabbages,Romance,28,Liyanya,10.3M,364262,9.34,"Nov 9, 2021",1.1M
1093,Winter Moon,Fantasy,497,,445M,1.8M,9.4,"Jul 11, 2017",33.5M
2507,The Strongest Florist,Action,62,Hyun hoo Joo,21.3M,489168,9.82,"Mar 12, 2021",3M
4077,Nina's Magic Chest,Fantasy,7,RD,936446,49620,8.8,"Apr 5, 2022",67059
2729,Ordeal,Action,40,Brent Bristol,6.9M,234353,9.77,"Aug 12, 2021",512285
2699,Forever After,Fantasy,46,,13.8M,396480,9.39,"May 27, 2021",1.8M
2751,Lily Crown,Action,7,Diggymungo,743394,74562,9.4,"Apr 6, 2022",72600
2676,Infinite Leveling: Murim,Action,53,,8.9M,228246,9.56,"May 18, 2021",1M
3265,The Warrior Returns,Action,32,,6M,312373,8.86,"Sep 25, 2021",539414
2727,Lady Knight,Fantasy,38,Lion Illustration,6.1M,254254,9.74,"Jul 13, 2021",1M
2831,The Wildlands,Fantasy,6,littlebobler,638010,71737,9.37,"Apr 9, 2022",41674
3412,The Male Lead's Girl Friend,Romance,36,,7.5M,278859,9.52,"Sep 12, 2021",841206
4081,King of the East,Action,7,,742190,58747,9.49,"Apr 6, 2022",48839
2431,Spells From Hell,Fantasy,65,WmW,14.2M,432436,9.54,"Jan 31, 2021",2.2M
3779,Murim RPG Simulation,Action,18,,2.2M,146627,9.51,"Jan 13, 2022",206642
2718,21st Century Knights,Fantasy,11,Plastic Bottru,1.8M,162250,9.4,"Mar 6, 2022",209922
2731,Defects,Fantasy,13,mushmello,1.7M,197238,9.57,"Feb 17, 2022",215245
3921,The Final Raid Boss,Fantasy,13,,1.3M,131596,9.13,"Feb 22, 2022",143956
2886,The Ember Knight,Fantasy,48,Hwandaeng,5.9M,200429,9.79,"Jun 18, 2021",722590
3066,The MatchmakingBaby Princess,Fantasy,40,Karin Park,6M,220919,9.54,"Aug 14, 2021",835408
3198,"God, Please Make Me a Demon!",Comedy,42,,8M,359672,9.45,"Aug 11, 2021",1.1M
2617,Gul,Action,44,NicolieDC,6.2M,203557,9.55,"Apr 22, 2021",811691
3597,Reincarnated as anUnruly Heir,Action,27,,2.9M,176004,9.64,"Nov 23, 2021",344663
1973,How to Become a Dragon,Fantasy,110,eon,19.8M,460918,9.77,"Apr 10, 2020",3.5M
3900,Philia Rosé: The Prophecy of the Crown of Thorns,Fantasy,11,,1.5M,127336,9.76,"Mar 7, 2022",166609
3581,Ultra-Alternate Character,Action,28,JIXKSEE,3.5M,194976,9.41,"Nov 10, 2021",394889
1657,Code Adam,Action,105,Atterozen,38M,786428,9.76,"Jun 23, 2019",3.7M
1663,Deor,Fantasy,60,J.oori,31.5M,922299,9.68,"Jul 5, 2019",2.6M
1784,The Wolfman of Wulvershire,Mystery,92,K. Oliver,15.1M,362949,9.55,"Feb 10, 2020",2M
2923,Blue Matter,Fantasy,23,forgotuser,1.9M,138758,9.7,"Dec 14, 2021",269013
3175,So You're Raising a Warrior,Fantasy,41,,5.6M,235672,9.55,"Aug 18, 2021",849506
1665,Little Matcha Girl,Fantasy,78,mame ´･ω･`,13M,357701,9.78,"Jul 29, 2019",1.7M
2956,A Summer Night's Dream,Romance,45,,7.4M,333775,8.11,"Jul 13, 2021",826234
2969,A Useless Villain,Action,45,,8.5M,391734,9.02,"Jul 11, 2021",1M
3593,The Earth's Chosen Savior,Action,27,,2.7M,173563,9.17,"Nov 11, 2021",291884
3767,QUESTISM,Fantasy,19,,1.5M,110654,9.52,"Jan 11, 2022",181068
2732,Nomads,Fantasy,35,Captain Juuter,2.3M,115881,9.78,"Sep 16, 2021",370181
2704,Finding Wonderland,Fantasy,50,,5M,282737,9.56,"Jun 8, 2021",901348
3040,The First Hunter,Action,45,,4.8M,193112,9.46,"Jul 15, 2021",478099
4005,Ghost King,Action,11,,1M,118062,9.45,"Mar 9, 2022",86584
2726,Here There Be Dragons,Fantasy,15,Steve Horton,1M,115089,9.53,"Feb 6, 2022",160201
3347,Metro Hunter,Action,35,,2.2M,99233,9.68,"Sep 18, 2021",265711
3181,Lovely Hell,Fantasy,41,Titasupp,2.6M,114641,9.4,"Aug 8, 2021",322117
2706,Smity and Majesty,Comedy,50,Nekucciola,3.4M,124345,9.46,"Jun 19, 2021",547806
4010,The Crimson Blade,Fantasy,10,Geuryeon,1.1M,105495,9.35,"Mar 13, 2022",87038
2611,My Roommate is a Gumiho,Romance,87,NA,13.1M,288714,9.62,"Apr 16, 2021",1.8M
2855,How to Survive a Romance Fantasy,Fantasy,45,sing-nanda,7.3M,383042,9.38,"Jun 13, 2021",1.1M
2764,Fast Forward,Thriller,53,Junki Hong,5M,202429,9.66,"May 11, 2021",820801
2746,Religiously Gay,Romance,15,Snotprince,928714,81517,5.8,"Feb 5, 2022",100545
3336,The Monster's Bride,Fantasy,35,,3M,171000,9.64,"Sep 17, 2021",422251
3337,Threads of Love,Romance,36,,3.7M,207261,9.53,"Sep 15, 2021",455825
3353,The Last Golden Child,Action,35,,2.2M,137312,9.63,"Sep 29, 2021",291050
2970,Anti-Monster Force,Fantasy,44,Goaten,3M,141496,9.34,"Jul 17, 2021",367626
2018,Stray Souls,Fantasy,95,Maf,13.2M,374623,9.76,"May 23, 2020",2.1M
2701,Warrior of the Wild,Action,44,,2.2M,111361,9.46,"Jun 15, 2021",367556
3907,Psychic Studies,Action,15,PARK EUN HYUK,1M,101294,8.73,"Feb 6, 2022",116203
3211,Once a Hero,Fantasy,41,Yankifull,3.9M,222849,9.48,"Aug 8, 2021",518336
1651,Just Pancakes,Comedy,173,HadeToons,18.8M,219284,9.66,"Jun 19, 2019",2.3M
908,Elf & Warrior,Fantasy,264,,27.3M,231908,9.68,"Dec 21, 2016",2.4M
2234,Skye,Fantasy,50,Cynthia J.S.,3.7M,188917,9.64,"Sep 28, 2020",564009
2851,Neolithic Girl,Fantasy,48,,4.9M,264079,9.35,"Jun 28, 2021",656610
2883,Atelier on the Sunflower Hill,Fantasy,27,Roctis Tray,1.6M,159901,9.28,"Nov 12, 2021",210991
3263,Prince Maker,Fantasy,36,Suosu,2.3M,130628,9.63,"Sep 15, 2021",344192
3384,Protect the Knight,Fantasy,35,Dalbong,1.9M,122572,9.68,"Sep 16, 2021",288362
4116,GANDA: Night Defender,Action,5,,96698,37263,9.71,"Apr 25, 2022",13119
2881,Cydonia Shattering,Fantasy,15,,634050,85118,8.69,"Feb 7, 2022",81126
3346,"Good Luck, Hero!",Fantasy,35,Song Hyunju,1.6M,94473,9.51,"Sep 16, 2021",206053
1554,Unlucky is as Lucky does,Comedy,211,M. Nires,24.1M,252022,9.66,"Mar 5, 2019",3.2M
4153,Best Teacher Baek,Action,3,,89336,15368,9.95,"May 4, 2022",4447
1704,Zero Game,Fantasy,140,zelbasen,23.3M,523109,9.72,"Sep 16, 2019",2.5M
2963,Vampire Magicka,Fantasy,10,Bryan Golden,469947,62692,8.41,"Mar 12, 2022",45209
3179,The Fabled Warrior,Fantasy,41,,2.5M,166867,9.25,"Aug 8, 2021",379853
3042,Tenants from Another World,Fantasy,45,,2.8M,206983,9.16,"Jul 14, 2021",395993
3911,Hwarang: Flower Knights of the Underworld,Action,14,,461066,83130,9.22,"Feb 10, 2022",58406
83,Kubera,Fantasy,519,Currygom,50.1M,237414,9.7,"Jun 30, 2014",3.6M
3247,Tales of Sarimin the Jinn,Action,39,NAGATERBANG,1M,82401,9.55,"Aug 28, 2021",137483
3386,Eyes,Fantasy,35,Jeong Summer,579888,33262,9.71,"Sep 17, 2021",85531
1772,The Wrath & the Dawn,Fantasy,11,,70.5M,1M,9.55,"Nov 4, 2019",5.4M
921,Denma,Sci-fi,1400,Youngsoon Yang,24.6M,82142,8.95,"Jan 7, 2017",2.7M
632,Siren's Lament,Romance,26,instantmiso,432.4M,3.1M,9.75,"Mar 5, 2016",22.9M
1358,Aerial Magic,Fantasy,56,walkingnorth,16.2M,527175,9.68,"Apr 16, 2018",1.7M
1559,Cape of Spirits,Action,90,Kris Nguyen,21.4M,520779,9.48,"Mar 19, 2019",2.3M
84,Trump,Fantasy,358,Chaeeun Lee,26.4M,352973,9.54,"Jun 30, 2014",1.7M
3113,My Universe,Romance,7,,7.6M,286070,9.32,"Nov 14, 2021",1M
2546,The Wendybird,Fantasy,7,WmW,4.3M,170243,8.86,"Mar 19, 2021",804673
608,Noblesse: Rai's Adventure,Action,10,,7.8M,395288,9.83,"Feb 4, 2016",318906
1648,Crumbs,Romance,56,Whitherling,12M,302058,9.7,"Jun 12, 2019",1.7M
2142,The Wolf & Red Riding Hood,Comedy,16,XUANN,33.9M,630989,9.62,"Jul 24, 2020",3.6M
185,Hellper,Fantasy,189,SAKK,23.1M,178003,9.74,"Jun 30, 2014",1.1M
2404,Mosquito Wars,Sci-fi,6,JH,5.1M,133032,9.61,"Feb 15, 2021",561337
1270,The Steam Dragon Express,Fantasy,110,,31.5M,330128,9.64,"Dec 20, 2017",3.1M
349,For the Sake of Sita,Romance,14,Haga,8.8M,254263,9.53,"Nov 24, 2014",337518
1250,Phantom Paradise,Fantasy,141,Rurisen (L. Zhu),43.2M,629537,9.48,"Dec 8, 2017",3.4M
666,Super Secret,Romance,11,eon,209.7M,1.8M,9.83,"May 4, 2016",11.7M
87,Noblesse,Action,50,,424.2M,1.8M,9.77,"Jun 30, 2014",20.4M
1164,Fluffy Boyfriend,Supernatural,21,Mihi,92.5M,1.4M,9.11,"Sep 2, 2017",4.9M
97,ORANGE MARMALADE,Romance,8,Seokwoo,126.7M,1M,9.67,"Jun 30, 2014",4.9M
405,Newman,Fantasy,272,Josh Ulrich,42.8M,195146,9.73,"Mar 16, 2015",2.6M
387,Snailogy,Slice of life,123,Snailords,33.9M,351341,9.43,"Feb 11, 2015",2.6M
2559,The Girl Who Sees Smells,Fantasy,14,Maanchwee,4.7M,153456,9.34,"Sep 19, 2021",676474
396,Catharsis,Fantasy,184,Ahniki,60.3M,631114,9.56,"Mar 3, 2015",3.2M
1360,Refund High School,Fantasy,8,LICO,133.1M,1.3M,9.75,"Apr 19, 2018",11.8M
2320,microHUNTER,Action,9,B.Y,20.5M,338308,9.52,"Nov 1, 2020",3M
506,Your Adventure,Comedy,36,Chris McCoy,3.4M,48901,9.15,"Jul 13, 2015",160147
1433,Dragnarok: Descendants,Fantasy,30,,5.6M,218166,9.34,"Aug 12, 2018",351323
1458,Brothers Bond,Action,44,,2.1M,121842,9.04,"Oct 2, 2018",152172
1363,April Flowers,Fantasy,40,ccustard,15.9M,386397,9.47,"Apr 20, 2018",1.3M
101,Flow,Fantasy,11,Honey B,64.9M,712129,9.75,"Jun 30, 2014",2.9M
1248,Strawberry Seafoam,Fantasy,139,Bryan Golden,26.1M,382728,9.28,"Dec 9, 2017",2.1M
1099,GOSU,Action,22,,92.7M,730076,9.85,"Jul 15, 2017",6.2M
959,Rise from Ashes,Supernatural,21,Madeleine Rosca,50.7M,752688,9.7,"Mar 8, 2017",4.3M
1574,DON'T HATE,Comedy,250,Pink_Alien,36.4M,268252,9.36,"Mar 31, 2019",4.3M
89,LESSA,Action,58,POGO,11.6M,213548,9.73,"Jun 30, 2014",559551
671,Dents,Sci-fi,79,,12.4M,255137,9.47,"May 13, 2016",863097
2403,FLOWAR,Sci-fi,5,Hongjacga,1.9M,83916,9.48,"Jan 26, 2021",254649
78,UnderPrin,Supernatural,326,smbryms,62.2M,595701,9.27,"Jun 30, 2014",2.7M
64,DICE,Fantasy,17,Hyunseok Yun,198.6M,1.3M,9.29,"Jun 30, 2014",10.3M
1382,Messenger,Fantasy,90,,5.6M,97978,9.25,"May 14, 2018",719461
638,Helios:Femina,Fantasy,36,Michelle Phan,9.7M,209209,8.73,"Mar 18, 2016",300522
507,LESSA 2 - The Crimson Knight,Action,110,POGO,15.4M,169756,9.79,"Jul 15, 2015",837587
718,Ghosts Among the Wild Flowers,Fantasy,87,Ghost Wintersnow,6.6M,122059,9.6,"Jul 21, 2016",458697
368,Guardians of the Video Game,Sci-fi,266,Gasfard,6.3M,58890,9.13,"Dec 20, 2014",462340
72,SOUL CARTEL,Fantasy,30,,31M,231661,9.7,"Jun 30, 2014",1.3M
2291,Falling in the Blue,Sci-fi,27,SimzArt,927287,87216,9.3,"Nov 2, 2020",133494
1455,Shadow Pirates,Fantasy,17,,620107,47024,9.2,"Oct 1, 2018",50946
1217,1000,Action,20,,1.4M,104922,8.99,"Nov 6, 2017",80230
1020,Fantasy Sketch - The Game,Sci-fi,33,,1.6M,52531,8.79,"May 3, 2017",98895
70,Magician,Fantasy,525,Serae Kim,39.4M,189398,9.68,"Jun 30, 2014",2.4M
877,Firebrand,Supernatural,57,,4.9M,166912,8.92,"Dec 1, 2016",308350
675,Inarime,Superhero,71,,2.8M,103044,8.85,"May 20, 2016",120576
2479,ROB,Fantasy,28,Richard Dinnick,495358,56474,8.78,"Feb 3, 2021",63065
1348,Spirits,Fantasy,51,,1.6M,57833,9.17,"Apr 5, 2018",160657
466,Cyberbunk,Sci-fi,194,,3M,45973,8.65,"May 5, 2015",144535
369,Aura from Another Planet,Comedy,100,Kyusam Kim,4.7M,51607,9.24,"Dec 23, 2014",272110
67,Knight Run,Sci-fi,170,Sungmin Kim,4.6M,91820,9.31,"Jun 30, 2014",162875
1452,Acursian,Supernatural,27,,551586,56761,7.24,"Sep 14, 2018",35356
4015,Promise of an Orchid,Fantasy,6,,2.5M,153543,9.6,"Mar 12, 2022",283930
3922,Deadlife,Action,6,,2.3M,107687,9.46,"Feb 26, 2022",232467
3915,I'm the Max-Level Newbie,Action,4,,7.5M,333790,9.11,"Feb 25, 2022",560622
3786,THE STAR SEEKERS,Fantasy,12,HYBE,4.3M,802306,9.83,"Jan 16, 2022",574933
1499,Castle Swimmer,Fantasy,137,Wendy Lian Martin,223.9M,2.4M,9.84,"Mar 9, 2019",19M
3785,DARK MOON:THE BLOOD ALTAR,Fantasy,12,HYBE,13.4M,1.2M,9.85,"Jan 15, 2022",1.1M
3784,7FATES: CHAKHO,Fantasy,13,HYBE,24.5M,1.5M,9.87,"Jan 14, 2022",1.7M
2521,Act Like You Love Me!,Romance,57,XUANN,33.5M,819544,9.79,"Mar 17, 2021",4.3M
1512,Trailer Park Warlock,Comedy,121,Matthew J. Rainwater,5.6M,99881,9.32,"Feb 7, 2019",675168
2856,Love Falls Like Rain,Romance,38,Yeri,2.6M,149347,9.56,"Jun 15, 2021",416873
1537,Cursed Princess Club,Comedy,140,LambCat,233.8M,2.1M,9.81,"May 5, 2019",18.6M
1188,Nothing Special,Fantasy,157,Katie Cook,28.4M,408412,9.6,"Dec 19, 2017",3M
3788,WEBTOON x BTS,Fantasy,7,WEBTOON,10M,813265,9.72,"Dec 24, 2021",1.2M
867,Athena Complex,Fantasy,149,Kaisar,41.7M,540755,9.54,"Feb 10, 2017",3M
1535,Hooves of Death,Fantasy,116,Sam Bragg,21.3M,310105,9.44,"Apr 4, 2019",2.4M
1892,The Witch and The Bull,Fantasy,77,Moonsia,50.7M,859972,9.78,"Feb 19, 2020",5.7M
1407,EMPYREA,Fantasy,65,OHKATES,27M,631491,9.75,"Jun 25, 2018",2.9M
1687,The Red King,Supernatural,57,Heylenne,26.3M,814882,9.75,"Jul 24, 2019",2.7M
1601,Lalin's Curse,Supernatural,46,Isakytm,30M,813671,9.86,"Apr 17, 2019",3.2M
3180,Batman: Wayne FamilyAdventures,Slice of life,37,,39M,1M,9.76,"Sep 8, 2021",3.2M
958,My Giant Nerd Boyfriend,Slice of life,722,fishball,704.4M,2.2M,9.73,"Mar 5, 2017",57.1M
2725,Maid for Hire,Romance,34,,11.1M,413914,9.38,"Oct 13, 2021",1.2M
2052,Your Smile is a Trap,Romance,87,AENGO,47.7M,901219,9.79,"Jun 14, 2020",6.2M
2406,Romance 101,Romance,108,Namsoo,37.2M,548763,9.84,"Jan 28, 2021",5.9M
2739,So I Married the Anti-Fan,Romance,54,Jaerim,19.1M,614480,9.46,"May 13, 2021",2M
853,Adventures of God,Comedy,547,,424.6M,1.5M,9.43,"Nov 15, 2016",26.5M
2576,Rooftops & Roommates,Comedy,96,Zaanart,27.7M,420724,9.47,"Jun 10, 2021",3.6M
199,Bluechair,Slice of life,1009,Shen,511.3M,1.4M,9.72,"Jun 30, 2014",40.8M
3340,Hyperfocus,Slice of life,45,Kip Trevor,7.1M,165991,8.71,"Dec 18, 2021",1M
4174,Killer Bang: The First Kill,Action,4,doyeon kim,470470,27136,9.08,"May 3, 2022",18401
3362,Cat Got Your Tongue,Comedy,6,Corey,513543,68554,8.67,"Apr 11, 2022",67366
3666,Our Beloved Summer,Romance,20,Han Kyoung Chal,4.4M,336566,9.83,"Dec 2, 2021",568052
352,Safely Endangered,Comedy,775,Chris McCoy,377.3M,1.1M,9.56,"Dec 1, 2014",21.6M
2741,Match Made in Hell,Romance,37,keitalia,5.4M,212517,9.48,"Sep 13, 2021",672865
3163,My Younger Brother's Friend,Romance,42,Nimni,8.5M,316134,9.39,"Aug 9, 2021",1M
919,Live with Yourself!,Comedy,358,Shen,110.9M,635445,9.75,"Jan 1, 2017",11.2M
2284,Andy Bass,Comedy,69,Gia,9.8M,170037,9.34,"Oct 22, 2020",1.4M
2756,Finding Fiends,Comedy,36,LizardxLizard,2.7M,101286,9.75,"Jan 12, 2022",423494
3335,Daily JoJo,Romance,36,Donggeon Lee,3.9M,139025,9.76,"Sep 12, 2021",709691
2961,Cat vs. Dog,Comedy,43,Sen-chan,3.7M,114173,9.38,"Dec 15, 2021",456080
2712,The Build Up,Sports,55,911,7.2M,191105,9.78,"May 9, 2021",890488
3348,My Irresistible Ex,Romance,35,,4.4M,241441,8.03,"Sep 18, 2021",435254
2577,The Hip Guy,Comedy,58,HENIE,7.1M,230018,9.24,"Apr 12, 2021",1.1M
2884,MONOCHROME,Action,22,Komatsuki,1.6M,143467,9.36,"Dec 16, 2021",168366
3115,'Til Debt Do Us Part,Romance,9,,8.6M,298612,9.69,"Feb 26, 2022",841545
1391,My Dictator Boyfriend,Comedy,349,,43.4M,271413,9.02,"May 17, 2018",4.9M
2724,Vibe Check!,Comedy,36,Ucheomaaa,1.3M,59251,9.53,"Jan 12, 2022",211026
3341,BlackSmith,Supernatural,29,Boredman,1M,65258,9.6,"Nov 8, 2021",154119
3273,Meow Rangers,Comedy,35,AHNJOO,850941,80133,9.32,"Sep 17, 2021",134399
2717,Gecko Chan,Comedy,99,Meritxell Garcia,2.8M,79488,9.19,"Jun 13, 2021",435698
1413,BOO! It's Sex,Slice of life,98,,85.4M,582545,8.84,"Jun 28, 2018",4.7M
1558,AXED,Comedy,110,,35.3M,473996,9.64,"Mar 12, 2019",3.8M
799,Brutally Honest,Comedy,80,Deya Muniz,22.7M,217683,9.47,"Oct 5, 2016",1.2M
1983,Toaster Dude,Comedy,11,,27.6M,476399,9.77,"May 3, 2020",3.3M
2226,CinnamonRoll,Romance,52,RE ME,7.6M,291739,8.79,"Sep 11, 2020",850526
750,Illustrated Internet,Comedy,50,Dami Lee,12.6M,144646,9.05,"Sep 7, 2016",655543
1279,My Name is Benny,Slice of life,255,Sokomin,36.5M,256633,9.73,"Jan 10, 2018",4.5M
3648,Rewriting Extinction,Comedy,29,Various Artists,1.5M,96594,9.72,"Dec 23, 2021",266889
468,UndeadEd,Supernatural,120,Boredman,26.6M,126711,9.69,"May 8, 2015",1.2M
2190,My Daughter is a Zombie,Comedy,11,Yun-chang Lee,20.2M,336498,9.66,"Sep 27, 2020",2.1M
1569,Matchmaker Hero,Sci-fi,26,Madeline Ince,10.7M,352522,9.46,"Mar 24, 2019",1.1M
1281,Murrz,Slice of life,607,Murrz,229M,786040,9.66,"Jan 11, 2018",21.9M
1381,Cat Loaf Adventures,Slice of life,216,kyutepastry,22.9M,304767,9.59,"May 13, 2018",2.2M
71,10th Dimension Boys,Comedy,119,Cutbu,28.2M,93812,9.34,"Jun 30, 2014",807700
1051,Warning Label,Romance,40,Thomas F. Zahler,6.9M,133225,8.95,"Jun 8, 2017",450970
1677,Meow Man,Comedy,154,Olso,29.4M,310623,9.69,"Jul 22, 2019",4M
670,Saphie: The One-Eyed Cat,Slice of life,533,joho,146.5M,648773,9.8,"May 14, 2016",11.7M
220,Library Ghost,Comedy,75,Mikey Heller,7.6M,70265,8.77,"Jul 18, 2014",267037
362,HAPI BUNI,Comedy,280,Ryan Pagelow,46.2M,178272,9.52,"Dec 7, 2014",2.7M
985,A Budgie's Life,Slice of life,401,Muffin Girl,66.8M,342445,9.79,"Apr 2, 2017",7.3M
1284,Lorna,Slice of life,68,Benji Nate,4M,50872,8.45,"Jan 13, 2018",368931
1310,Waffles & Pancakes,Slice of life,501,DT Saranya,69.6M,206856,9.61,"Feb 13, 2018",8.9M
599,As Per Usual,Slice of life,556,Dami Lee,114.3M,489385,9.42,"Jan 18, 2016",9.6M
922,Illusions of Adulting,Slice of life,48,Sara Zimmerman/Unearthed Comics,4.6M,69976,5.94,"Feb 12, 2017",162613
635,Apocalyptic Horseplay,Supernatural,211,Boredman,15.7M,143182,9.73,"Mar 12, 2016",1.3M
1340,Moon You,Sci-fi,10,Cho Seok,6.9M,150543,9.71,"Mar 21, 2018",732794
472,How to Love,Slice of life,100,Dorris McComics,11M,117406,9.51,"May 14, 2015",659713
658,Behind the GIFs,Comedy,809,,114.5M,328751,9.49,"May 3, 2016",8.5M
907,dustinteractive,Comedy,664,Dustin Rogers,102.7M,326337,9.34,"Dec 23, 2016",8.1M
1674,Skate!!! Fire 100,Sports,53,,2.1M,81238,9.62,"Jul 19, 2019",277336
98,I Don't Want This Kind of Hero,Superhero,11,samchon,39.6M,365992,9.74,"Jun 30, 2014",3.1M
437,1111 Animals,Comedy,110,1111,6.9M,48496,8.9,"Apr 19, 2015",256687
426,MercWorks,Slice of life,150,Dave Mercier,8.9M,55269,9.13,"Apr 16, 2015",512396
469,The Gentleman’s Armchair,Comedy,142,Wes,6.1M,55369,8.9,"May 13, 2015",290746
269,The Sound of Your Heart,Comedy,527,Cho Seok,30.2M,143352,9.56,"Aug 5, 2014",2.2M
1052,Girls Have a Blog,Slice of life,84,,6.3M,137895,9.18,"Jun 10, 2017",697980
487,Doodle for Food,Slice of life,500,Megan McKay,53.1M,185706,9.44,"Jun 11, 2015",3.6M
471,MOONBEARD,Comedy,147,James Squires,7.9M,59647,9.26,"May 19, 2015",400388
473,Trash Bird,Comedy,174,Reza Farazmand,13.2M,97172,9.54,"May 11, 2015",1M
747,National Dog Day 2016,Slice of life,32,Various Artists,2.9M,37900,9.55,"Aug 25, 2016",185286
294,A Bittersweet Life,Slice of life,161,Donggeon Lee,6.5M,91033,9.32,"Sep 27, 2014",430390
401,Average Adventures of an Average Girl,Slice of life,170,lallirrr,9.4M,72825,9.28,"Mar 8, 2015",586028
386,RANDOMPHILIA,Comedy,314,Devin Bosco Le,18M,81348,9.41,"Feb 10, 2015",1.1M
488,Up and Out,Slice of life,129,Julia Kaye,10.6M,65496,8.87,"Jun 15, 2015",556216
523,Lunarbaboon,Slice of life,742,Lunarbaboon,65.8M,189656,9.66,"Aug 14, 2015",4.6M
380,3-Second Strip,Comedy,503,Bae Jin-Soo,16.1M,61546,8.52,"Jan 18, 2015",809731
353,Epic V,Comedy,27,,551357,5942,5.79,"Dec 2, 2014",19714
1460,Eat Fighter,Sports,26,,1M,27829,5.41,"Oct 6, 2018",69451
355,Cluster Fudge,Slice of life,228,John McNamee,5M,27654,8.55,"Dec 3, 2014",240518
676,Polidiocy,Comedy,96,,1.7M,31530,7.19,"Jun 30, 2016",73944
395,The DaneMen,Comedy,271,David Danemen,8.5M,40642,9.07,"Mar 2, 2015",459051
358,Lars,Slice of life,234,The Awkward Yeti,8.5M,46169,8.53,"Dec 4, 2014",304718
279,New Life Project,Comedy,53,Cherng,1.7M,15503,8.4,"Aug 18, 2014",72900
482,Pigminted,Slice of life,210,Le Brown,4M,23449,8.74,"Jun 9, 2015",235547
585,BuzzFeed Comics,Comedy,427,BuzzFeed Comics,19.5M,80959,5.64,"Nov 23, 2015",822492
428,Tickle Town,Comedy,180,,2.7M,15995,6.59,"Apr 15, 2015",115105
560,Cyko-KO,Superhero,27,Robert Feldman,242305,7753,7.39,"Oct 22, 2015",8663
418,Nicholalala,Slice of life,155,Nichola Gwon,3M,19179,8.99,"Apr 7, 2015",184834
2723,High Class Homos,Comedy,54,Momozerii,49.1M,787293,9.34,"Sep 15, 2021",4.3M
2972,Super Awkward Man,Comedy,18,,1M,85252,9.5,"Dec 12, 2021",140056
1498,Love Advice from the Great Duke of Hell,Comedy,125,unfins,111.3M,1.3M,9.82,"Dec 28, 2018",11.3M
2700,LMLY,Romance,20,edbe,7.7M,456424,9.52,"Oct 22, 2021",837632
1216,CARL,Slice of life,205,Hussein Traboulsi,48.5M,394517,9.77,"Dec 19, 2017",4.7M
1438,Mage & Demon Queen,Comedy,155,Color_LES,306.1M,2.5M,9.78,"Sep 13, 2018",20.4M
2875,Her Mannequin,Romance,24,ST,3.8M,246741,9.3,"Jun 14, 2021",511879
2460,Deadlove,Slice of life,45,,2M,82397,9.19,"Feb 9, 2021",310866
2189,Not So Shoujo Love Story,Comedy,62,Curryuku,30.9M,686987,9.71,"Sep 7, 2020",4M
1605,Plum,Sports,102,samkimart,5.4M,114720,9.57,"Apr 21, 2019",762980
679,unOrdinary,Superhero,268,uru-chan,1B,5.5M,9.75,"May 24, 2016",49.8M
2027,The Boxer,Sports,126,JH,151.6M,1.4M,9.86,"May 27, 2020",10.3M
3515,Death: Rescheduled,Thriller,20,Snailords,11.8M,616445,9.55,"Dec 10, 2021",1.5M
4120,Happiness,Action,5,,1.6M,92357,9.36,"Apr 9, 2022",135944
88,The Gamer,Action,404,,423.8M,2M,9.61,"Jun 30, 2014",18.6M
2849,Return of the Blossoming Blade,Action,48,,10.9M,351112,9.86,"Jun 17, 2021",1.3M
3671,Return of the Mad Demon,Historical,23,,3.6M,242241,9.79,"Dec 14, 2021",423565
4152,Machine Uprising,Sci-fi,3,Hongjacga,358675,31176,9.49,"May 2, 2022",16062
1895,City of Blank,Sci-fi,95,66,29.9M,602632,9.7,"Feb 26, 2020",4M
3669,Double Click,Sports,22,1991_corp,3.4M,200424,9.71,"Dec 17, 2021",359784
1894,KILLMAX,Supernatural,30,,11M,581752,9.04,"Aug 20, 2020",1.1M
2730,Cloud Walker,Action,21,kariyeen,2.9M,229220,9.46,"Dec 29, 2021",331749
2850,Hanlim Gym,Sports,48,,5.8M,180813,9.46,"Jun 19, 2021",530291
3174,The Last Dimension,Action,11,Leaglem,1M,98084,9.8,"Mar 8, 2022",123521
1572,No Scope,Sports,157,ZOYANG,58.6M,672690,9.75,"May 16, 2019",5.1M
2807,Straylight Tiger,Sci-fi,19,flying-frappe,1.7M,156078,9.51,"Jan 13, 2022",211711
1261,Room of Swords,Sci-fi,197,Toonimated,66.9M,759005,9.78,"Dec 18, 2017",6M
3451,Infinity,Sports,11,two5,1M,81484,9.66,"Mar 9, 2022",101982
1098,Darbi,Action,144,Sherard Jackson,34.5M,347207,9.53,"Jul 12, 2017",2.3M
3173,REAWAKENED MAN,Action,42,,3.6M,178195,9.49,"Aug 9, 2021",414329
2819,The Eagle and the Snake,Action,36,Angel Tovar,2M,131535,9.64,"Sep 12, 2021",236824
3766,100,Action,16,,1M,110736,9.19,"Jan 29, 2022",100849
2719,Miez,Sci-fi,15,Hiseki,654305,96469,9.33,"Feb 9, 2022",77536
3310,Taekwondo Kid,Sports,36,JUN,1.6M,70741,9.42,"Sep 13, 2021",183151
